trip_id,origin_station,destination_station,route_id,day_type,hour_block,distance_km,segment_count,transfer_count,is_peak_hour,weather_condition,traffic_level,station_type_origin,station_type_destination,travel_time_min
TRIP_0221,Universidad,Parque Industrial,R4,saturday,15-18,7.3,2,0,1,rain,high,intermedia,industrial,40.61
TRIP_0222,Portal Norte,Centro Histórico,R1,weekday,09-12,6.0,2,0,0,clear,medium,terminal,central,26.19
TRIP_0223,Terminal Sur,San Pedro,R2+R5,saturday,12-15,8.5,3,1,0,rain,medium,terminal,intermedia,38.73
TRIP_0224,San Pedro,Terminal Sur,R5+R2,weekday,07-09,8.5,3,1,1,clear,high,intermedia,terminal,49.88
TRIP_0225,Villa Nueva,Universidad,R3+R1,sunday,07-09,8.7,3,1,1,clear,medium,barrial,intermedia,44.45
TRIP_0226,Lago Azul,Centro Histórico,R1,saturday,15-18,2.8,1,0,1,clear,medium,intermedia,central,17.19
TRIP_0227,Lago Azul,Villa Nueva,R3,weekday,07-09,3.5,1,0,1,clear,high,intermedia,barrial,24.9
TRIP_0228,Parque Industrial,Universidad,R4,saturday,15-18,7.3,2,0,1,rain,high,industrial,intermedia,40.0
TRIP_0229,Centro Histórico,Universidad,R1,weekday,12-15,2.4,1,0,0,clear,low,central,intermedia,12.7
TRIP_0230,Centro Histórico,Universidad,R1,weekday,07-09,2.4,1,0,1,clear,medium,central,intermedia,16.39
TRIP_0231,Hospital Central,Centro Histórico,R2,sunday,12-15,2.1,1,0,0,clear,medium,central,central,11.32
TRIP_0232,San Pedro,Mercado Distrital,R5+R2,saturday,12-15,4.5,2,1,0,clear,low,intermedia,barrial,21.04
TRIP_0233,Parque Industrial,Hospital Central,R5,weekday,12-15,3.4,1,0,0,clear,high,industrial,central,25.67
TRIP_0234,Centro Histórico,Terminal Sur,R2,sunday,21-23,7.9,3,0,0,rain,medium,central,terminal,32.9
TRIP_0235,Lago Azul,Villa Nueva,R3,weekday,12-15,3.5,1,0,0,rain,medium,intermedia,barrial,18.77
TRIP_0236,Universidad,Aeropuerto,R4,weekday,05-07,13.4,3,0,0,heavy_rain,medium,intermedia,terminal,46.78
TRIP_0237,Lago Azul,Portal Norte,R1,weekday,07-09,3.2,1,0,1,rain,medium,intermedia,terminal,21.8
TRIP_0238,Lago Azul,Villa Nueva,R3,saturday,07-09,3.5,1,0,1,clear,high,intermedia,barrial,24.71
TRIP_0239,Portal Norte,Terminal Sur,R1+R3,weekday,07-09,11.9,3,1,1,rain,high,terminal,terminal,66.48
TRIP_0240,Villa Nueva,Mercado Distrital,R3+R2,weekday,12-15,9.2,2,1,0,heavy_rain,low,barrial,barrial,46.49
TRIP_0241,Centro Histórico,Mercado Distrital,R2,saturday,05-07,3.9,2,0,0,clear,medium,central,barrial,16.15
TRIP_0242,Tecnoparque,Centro Histórico,R4+R1,weekday,12-15,6.7,2,1,0,rain,medium,industrial,central,35.77
TRIP_0243,Centro Histórico,Lago Azul,R1,weekday,09-12,2.8,1,0,0,rain,low,central,intermedia,14.15
TRIP_0244,Portal Norte,Hospital Central,R1+R2,weekday,07-09,8.1,3,1,1,clear,high,terminal,central,52.64
TRIP_0245,Lago Azul,Centro Histórico,R1,sunday,18-21,2.8,1,0,1,clear,medium,intermedia,central,17.46
TRIP_0246,Lago Azul,Universidad,R1,weekday,07-09,5.2,2,0,1,rain,high,intermedia,intermedia,31.16
TRIP_0247,Lago Azul,Mercado Distrital,R1+R2,weekday,15-18,6.7,3,1,1,clear,high,intermedia,barrial,47.55
TRIP_0248,Mercado Distrital,Centro Histórico,R2,weekday,18-21,3.9,2,0,1,clear,high,barrial,central,27.74
TRIP_0249,Terminal Sur,Centro Histórico,R2,saturday,18-21,7.9,3,0,1,clear,medium,terminal,central,35.22
TRIP_0250,Centro Histórico,Aeropuerto,R1+R4,saturday,15-18,15.8,4,1,1,clear,medium,central,terminal,65.04
TRIP_0251,Villa Nueva,Universidad,R3+R1,weekday,12-15,8.7,3,1,0,clear,medium,barrial,intermedia,38.84
TRIP_0252,Villa Nueva,Centro Histórico,R3+R1,saturday,12-15,6.3,2,1,0,clear,medium,barrial,central,28.65
TRIP_0253,Villa Nueva,Portal Norte,R3+R1,sunday,21-23,6.7,2,1,0,clear,medium,barrial,terminal,35.93
TRIP_0254,Tecnoparque,Portal Norte,R4+R1,weekday,18-21,12.7,4,1,1,clear,high,industrial,terminal,72.82
TRIP_0255,Lago Azul,Terminal Sur,R3,sunday,09-12,8.7,2,0,0,rain,low,intermedia,terminal,29.12
TRIP_0256,Universidad,Terminal Sur,R1+R2,weekday,07-09,10.3,4,1,1,clear,high,intermedia,terminal,64.01
TRIP_0257,Parque Industrial,Hospital Central,R5,weekday,18-21,3.4,1,0,1,clear,medium,industrial,central,23.33
TRIP_0258,Portal Norte,Hospital Central,R1+R2,weekday,18-21,8.1,3,1,1,rain,high,terminal,central,51.83
TRIP_0259,San Pedro,Hospital Central,R5,weekday,05-07,2.7,1,0,0,heavy_rain,medium,intermedia,central,21.36
TRIP_0260,Centro Histórico,San Pedro,R1,weekday,12-15,5.5,2,0,0,clear,medium,central,intermedia,25.06
TRIP_0261,Portal Norte,Mercado Distrital,R1+R2,weekday,12-15,9.9,4,1,0,clear,high,terminal,barrial,51.26
TRIP_0262,Hospital Central,Universidad,R2+R1,weekday,05-07,4.5,2,1,0,clear,low,central,intermedia,30.61
TRIP_0263,Tecnoparque,Lago Azul,R4+R1,weekday,18-21,9.5,3,1,1,clear,high,industrial,intermedia,58.0
TRIP_0264,Mercado Distrital,San Pedro,R2+R5,weekday,15-18,4.5,2,1,1,clear,medium,barrial,intermedia,31.5
TRIP_0265,Portal Norte,Terminal Sur,R1+R3,saturday,07-09,11.9,3,1,1,clear,medium,terminal,terminal,56.49
TRIP_0266,Terminal Sur,Universidad,R2+R1,sunday,05-07,10.3,4,1,0,rain,low,terminal,intermedia,49.2
TRIP_0267,Terminal Sur,Parque Industrial,R2+R5,sunday,09-12,9.2,3,1,0,clear,low,terminal,industrial,39.14
TRIP_0268,Terminal Sur,Universidad,R2+R1,weekday,07-09,10.3,4,1,1,clear,high,terminal,intermedia,59.33
TRIP_0269,Parque Industrial,San Pedro,R5,weekday,09-12,6.1,2,0,0,rain,low,industrial,intermedia,24.98
TRIP_0270,Aeropuerto,Parque Industrial,R4,weekday,12-15,6.1,1,0,0,clear,high,terminal,industrial,27.66
TRIP_0271,Lago Azul,Villa Nueva,R3,weekday,12-15,3.5,1,0,0,rain,medium,intermedia,barrial,21.15
TRIP_0272,Terminal Sur,San Pedro,R2+R5,weekday,05-07,8.5,3,1,0,clear,medium,terminal,intermedia,38.87
TRIP_0273,Portal Norte,Centro Histórico,R1,weekday,18-21,6.0,2,0,1,clear,high,terminal,central,35.18
TRIP_0274,Terminal Sur,San Pedro,R2+R5,saturday,07-09,8.5,3,1,1,rain,high,terminal,intermedia,52.92
TRIP_0275,San Pedro,Parque Industrial,R5,sunday,07-09,6.1,2,0,1,clear,medium,intermedia,industrial,27.73
TRIP_0276,Mercado Distrital,Portal Norte,R2+R1,weekday,15-18,9.9,4,1,1,rain,high,barrial,terminal,62.52
TRIP_0277,San Pedro,Aeropuerto,R5+R4,weekday,09-12,12.2,3,1,0,heavy_rain,high,intermedia,terminal,70.25
TRIP_0278,Hospital Central,Aeropuerto,R5+R4,weekday,09-12,9.5,2,1,0,clear,medium,central,terminal,40.7
TRIP_0279,San Pedro,Villa Nueva,R1+R3,weekday,09-12,11.8,4,1,0,clear,low,intermedia,barrial,45.44
TRIP_0280,Parque Industrial,Mercado Distrital,R5+R2,saturday,12-15,5.2,2,1,0,clear,medium,industrial,barrial,30.01
TRIP_0281,Centro Histórico,Universidad,R1,weekday,05-07,2.4,1,0,0,clear,medium,central,intermedia,15.35
TRIP_0282,Mercado Distrital,Portal Norte,R2+R1,weekday,09-12,9.9,4,1,0,clear,low,barrial,terminal,43.91
TRIP_0283,Lago Azul,Terminal Sur,R3,weekday,07-09,8.7,2,0,1,rain,high,intermedia,terminal,41.93
TRIP_0284,Hospital Central,Centro Histórico,R2,saturday,12-15,2.1,1,0,0,heavy_rain,medium,central,central,21.47
TRIP_0285,Villa Nueva,San Pedro,R3+R1,weekday,09-12,11.8,4,1,0,clear,low,barrial,intermedia,44.16
TRIP_0286,Centro Histórico,Aeropuerto,R1+R4,weekday,15-18,15.8,4,1,1,rain,high,central,terminal,86.1
TRIP_0287,Hospital Central,Parque Industrial,R5,weekday,05-07,3.4,1,0,0,clear,medium,central,industrial,19.63
TRIP_0288,Portal Norte,Aeropuerto,R1+R4,saturday,18-21,21.8,6,1,1,clear,high,terminal,terminal,102.98
TRIP_0289,Universidad,Tecnoparque,R4,weekday,15-18,4.3,1,0,1,heavy_rain,high,intermedia,industrial,40.04
TRIP_0290,Mercado Distrital,Centro Histórico,R2,weekday,18-21,3.9,2,0,1,clear,high,barrial,central,26.7
TRIP_0291,Lago Azul,Terminal Sur,R3,weekday,15-18,8.7,2,0,1,rain,high,intermedia,terminal,41.53
TRIP_0292,Parque Industrial,Universidad,R4,saturday,09-12,7.3,2,0,0,clear,low,industrial,intermedia,24.95
TRIP_0293,Mercado Distrital,Terminal Sur,R2,saturday,07-09,4.0,1,0,1,rain,high,barrial,terminal,27.54
TRIP_0294,Villa Nueva,Centro Histórico,R3+R1,sunday,07-09,6.3,2,1,1,clear,high,barrial,central,39.73
TRIP_0295,Parque Industrial,Aeropuerto,R4,saturday,09-12,6.1,1,0,0,clear,medium,industrial,terminal,24.32
TRIP_0296,Lago Azul,Universidad,R1,sunday,12-15,5.2,2,0,0,rain,low,intermedia,intermedia,18.26
TRIP_0297,Universidad,Tecnoparque,R4,weekday,18-21,4.3,1,0,1,clear,medium,intermedia,industrial,26.98
TRIP_0298,Villa Nueva,Centro Histórico,R3+R1,weekday,07-09,6.3,2,1,1,clear,medium,barrial,central,37.94
TRIP_0299,Universidad,Portal Norte,R1,weekday,12-15,8.4,3,0,0,clear,medium,intermedia,terminal,28.63
TRIP_0300,Portal Norte,San Pedro,R1,weekday,09-12,11.5,4,0,0,rain,medium,terminal,intermedia,41.39
TRIP_0301,Centro Histórico,Tecnoparque,R1+R4,weekday,12-15,6.7,2,1,0,clear,medium,central,industrial,32.61
TRIP_0302,Lago Azul,Hospital Central,R1+R2,weekday,12-15,4.9,2,1,0,rain,medium,intermedia,central,34.09
TRIP_0303,Centro Histórico,Tecnoparque,R1+R4,weekday,09-12,6.7,2,1,0,clear,low,central,industrial,29.71
TRIP_0304,Mercado Distrital,Lago Azul,R2+R1,weekday,09-12,6.7,3,1,0,rain,medium,barrial,intermedia,35.84
TRIP_0305,Tecnoparque,Lago Azul,R4+R1,weekday,05-07,9.5,3,1,0,heavy_rain,low,industrial,intermedia,46.19
TRIP_0306,Portal Norte,Parque Industrial,R1+R4,weekday,18-21,15.7,5,1,1,clear,high,terminal,industrial,84.49
TRIP_0307,Hospital Central,Aeropuerto,R5+R4,weekday,07-09,9.5,2,1,1,rain,high,central,terminal,52.93
TRIP_0308,Hospital Central,Mercado Distrital,R2,weekday,09-12,1.8,1,0,0,clear,medium,central,barrial,15.15
TRIP_0309,Villa Nueva,Terminal Sur,R3,saturday,07-09,5.2,1,0,1,clear,medium,barrial,terminal,26.31
TRIP_0310,Parque Industrial,Lago Azul,R4+R1,weekday,18-21,12.5,4,1,1,clear,medium,industrial,intermedia,63.5
TRIP_0311,San Pedro,Tecnoparque,R1+R4,weekday,07-09,7.4,2,1,1,clear,high,intermedia,industrial,47.0
TRIP_0312,Portal Norte,Universidad,R1,sunday,12-15,8.4,3,0,0,clear,medium,terminal,intermedia,27.22
TRIP_0313,Parque Industrial,San Pedro,R5,weekday,12-15,6.1,2,0,0,clear,medium,industrial,intermedia,26.36
TRIP_0314,Lago Azul,Portal Norte,R1,weekday,05-07,3.2,1,0,0,clear,low,intermedia,terminal,14.16
TRIP_0315,Portal Norte,Hospital Central,R1+R2,weekday,09-12,8.1,3,1,0,clear,medium,terminal,central,38.92
TRIP_0316,Tecnoparque,Universidad,R4,weekday,07-09,4.3,1,0,1,rain,high,industrial,intermedia,31.18
TRIP_0317,Portal Norte,Aeropuerto,R1+R4,weekday,15-18,21.8,6,1,1,rain,high,terminal,terminal,106.33
TRIP_0318,Centro Histórico,Parque Industrial,R2+R5,saturday,18-21,5.5,2,1,1,clear,high,central,industrial,37.56
TRIP_0319,Portal Norte,Villa Nueva,R1+R3,weekday,05-07,6.7,2,1,0,rain,medium,terminal,barrial,38.97
TRIP_0320,Mercado Distrital,Parque Industrial,R2+R5,weekday,09-12,5.2,2,1,0,clear,medium,barrial,industrial,32.63
TRIP_0321,Tecnoparque,Lago Azul,R4+R1,weekday,18-21,9.5,3,1,1,clear,high,industrial,intermedia,59.72
TRIP_0322,Villa Nueva,Universidad,R3+R1,weekday,07-09,8.7,3,1,1,clear,medium,barrial,intermedia,50.39
TRIP_0323,Parque Industrial,Terminal Sur,R5+R2,weekday,18-21,9.2,3,1,1,clear,high,industrial,terminal,53.07
TRIP_0324,Parque Industrial,Tecnoparque,R4,weekday,12-15,3.0,1,0,0,clear,high,industrial,industrial,23.92
TRIP_0325,Universidad,Hospital Central,R1+R2,sunday,07-09,4.5,2,1,1,clear,high,intermedia,central,35.05
TRIP_0326,Terminal Sur,Universidad,R2+R1,weekday,12-15,10.3,4,1,0,clear,medium,terminal,intermedia,46.41
TRIP_0327,Villa Nueva,San Pedro,R3+R1,sunday,07-09,11.8,4,1,1,clear,high,barrial,intermedia,65.35
TRIP_0328,Tecnoparque,Parque Industrial,R4,weekday,21-23,3.0,1,0,0,clear,high,industrial,industrial,23.18
TRIP_0329,Lago Azul,Hospital Central,R1+R2,weekday,07-09,4.9,2,1,1,rain,high,intermedia,central,41.5
TRIP_0330,Universidad,San Pedro,R1,weekday,07-09,3.1,1,0,1,rain,medium,intermedia,intermedia,22.62
TRIP_0331,Terminal Sur,San Pedro,R2+R5,weekday,15-18,8.5,3,1,1,clear,high,terminal,intermedia,45.96
TRIP_0332,Villa Nueva,San Pedro,R3+R1,weekday,09-12,11.8,4,1,0,clear,medium,barrial,intermedia,53.85
TRIP_0333,Portal Norte,Hospital Central,R1+R2,weekday,09-12,8.1,3,1,0,clear,low,terminal,central,38.3
TRIP_0334,Universidad,San Pedro,R1,weekday,12-15,3.1,1,0,0,rain,medium,intermedia,intermedia,19.56
TRIP_0335,Tecnoparque,Centro Histórico,R4+R1,sunday,15-18,6.7,2,1,1,clear,medium,industrial,central,43.36
TRIP_0336,Parque Industrial,Aeropuerto,R4,weekday,05-07,6.1,1,0,0,clear,low,industrial,terminal,22.27
TRIP_0337,Aeropuerto,Portal Norte,R4+R1,sunday,15-18,21.8,6,1,1,clear,high,terminal,terminal,99.77
TRIP_0338,Tecnoparque,Portal Norte,R4+R1,weekday,18-21,12.7,4,1,1,clear,medium,industrial,terminal,61.0
TRIP_0339,Villa Nueva,Terminal Sur,R3,weekday,18-21,5.2,1,0,1,rain,medium,barrial,terminal,26.29
TRIP_0340,Centro Histórico,Tecnoparque,R1+R4,saturday,12-15,6.7,2,1,0,clear,medium,central,industrial,33.41
TRIP_0341,Portal Norte,Villa Nueva,R1+R3,weekday,15-18,6.7,2,1,1,heavy_rain,high,terminal,barrial,54.91
TRIP_0342,Centro Histórico,Portal Norte,R1,weekday,09-12,6.0,2,0,0,clear,medium,central,terminal,26.25
TRIP_0343,Hospital Central,Mercado Distrital,R2,weekday,07-09,1.8,1,0,1,clear,medium,central,barrial,18.2
TRIP_0344,Lago Azul,Hospital Central,R1+R2,sunday,05-07,4.9,2,1,0,clear,low,intermedia,central,27.2
TRIP_0345,Universidad,Parque Industrial,R4,sunday,07-09,7.3,2,0,1,clear,high,intermedia,industrial,31.97
TRIP_0346,Aeropuerto,Hospital Central,R4+R5,saturday,07-09,9.5,2,1,1,clear,high,terminal,central,55.27
TRIP_0347,Hospital Central,San Pedro,R5,weekday,05-07,2.7,1,0,0,clear,low,central,intermedia,14.81
TRIP_0348,Universidad,Mercado Distrital,R1+R2,weekday,18-21,6.3,3,1,1,rain,medium,intermedia,barrial,42.38
TRIP_0349,Mercado Distrital,Terminal Sur,R2,sunday,07-09,4.0,1,0,1,clear,medium,barrial,terminal,19.52
TRIP_0350,Parque Industrial,Hospital Central,R5,sunday,07-09,3.4,1,0,1,rain,medium,industrial,central,23.62
TRIP_0351,Parque Industrial,Lago Azul,R4+R1,saturday,15-18,12.5,4,1,1,clear,medium,industrial,intermedia,68.08
TRIP_0352,Aeropuerto,Universidad,R4,weekday,09-12,13.4,3,0,0,clear,medium,terminal,intermedia,43.89
TRIP_0353,Parque Industrial,Hospital Central,R5,weekday,07-09,3.4,1,0,1,clear,high,industrial,central,24.67
TRIP_0354,San Pedro,Lago Azul,R1,weekday,15-18,8.3,3,0,1,heavy_rain,medium,intermedia,intermedia,41.93
TRIP_0355,Lago Azul,Portal Norte,R1,weekday,15-18,3.2,1,0,1,clear,low,intermedia,terminal,18.62
TRIP_0356,Centro Histórico,Tecnoparque,R1+R4,weekday,07-09,6.7,2,1,1,clear,high,central,industrial,46.29
TRIP_0357,Centro Histórico,Villa Nueva,R1+R3,sunday,18-21,6.3,2,1,1,clear,high,central,barrial,41.25
TRIP_0358,Hospital Central,Universidad,R2+R1,saturday,21-23,4.5,2,1,0,clear,medium,central,intermedia,33.92
TRIP_0359,San Pedro,Mercado Distrital,R5+R2,weekday,12-15,4.5,2,1,0,clear,high,intermedia,barrial,31.08
TRIP_0360,Lago Azul,Centro Histórico,R1,weekday,18-21,2.8,1,0,1,clear,low,intermedia,central,15.98
TRIP_0361,Villa Nueva,Mercado Distrital,R3+R2,saturday,18-21,9.2,2,1,1,clear,high,barrial,barrial,49.28
TRIP_0362,Villa Nueva,Mercado Distrital,R3+R2,weekday,15-18,9.2,2,1,1,clear,high,barrial,barrial,46.97
TRIP_0363,Parque Industrial,Mercado Distrital,R5+R2,weekday,12-15,5.2,2,1,0,clear,medium,industrial,barrial,31.24
TRIP_0364,Parque Industrial,San Pedro,R5,weekday,15-18,6.1,2,0,1,clear,high,industrial,intermedia,32.85
TRIP_0365,Aeropuerto,Hospital Central,R4+R5,weekday,12-15,9.5,2,1,0,clear,low,terminal,central,39.34
TRIP_0366,Universidad,Terminal Sur,R1+R2,weekday,07-09,10.3,4,1,1,rain,high,intermedia,terminal,67.64
TRIP_0367,Terminal Sur,Mercado Distrital,R2,weekday,18-21,4.0,1,0,1,clear,high,terminal,barrial,28.24
TRIP_0368,Tecnoparque,Universidad,R4,weekday,07-09,4.3,1,0,1,clear,high,industrial,intermedia,28.44
TRIP_0369,Mercado Distrital,Centro Histórico,R2,weekday,18-21,3.9,2,0,1,clear,high,barrial,central,26.23
TRIP_0370,Aeropuerto,Lago Azul,R4+R1,weekday,21-23,18.6,5,1,0,clear,low,terminal,intermedia,66.25
TRIP_0371,Parque Industrial,Tecnoparque,R4,weekday,18-21,3.0,1,0,1,clear,low,industrial,industrial,21.09
TRIP_0372,Villa Nueva,Hospital Central,R3+R2,weekday,18-21,11.0,3,1,1,rain,high,barrial,central,65.32
TRIP_0373,Hospital Central,Parque Industrial,R5,weekday,05-07,3.4,1,0,0,clear,high,central,industrial,23.12
TRIP_0374,Portal Norte,San Pedro,R1,weekday,07-09,11.5,4,0,1,clear,high,terminal,intermedia,52.61
TRIP_0375,Terminal Sur,Villa Nueva,R3,weekday,18-21,5.2,1,0,1,rain,high,terminal,barrial,30.89
TRIP_0376,Portal Norte,Tecnoparque,R1+R4,saturday,09-12,12.7,4,1,0,clear,medium,terminal,industrial,54.98
TRIP_0377,Portal Norte,Aeropuerto,R1+R4,weekday,07-09,21.8,6,1,1,clear,medium,terminal,terminal,85.98
TRIP_0378,San Pedro,Centro Histórico,R1,weekday,12-15,5.5,2,0,0,clear,medium,intermedia,central,20.68
TRIP_0379,Tecnoparque,Universidad,R4,saturday,05-07,4.3,1,0,0,clear,medium,industrial,intermedia,20.83
TRIP_0380,Villa Nueva,Terminal Sur,R3,saturday,12-15,5.2,1,0,0,clear,medium,barrial,terminal,20.14
TRIP_0381,Villa Nueva,Terminal Sur,R3,weekday,21-23,5.2,1,0,0,clear,medium,barrial,terminal,21.66
TRIP_0382,Hospital Central,Parque Industrial,R5,weekday,15-18,3.4,1,0,1,rain,medium,central,industrial,24.74
TRIP_0383,San Pedro,Parque Industrial,R5,saturday,05-07,6.1,2,0,0,clear,low,intermedia,industrial,22.3
TRIP_0384,San Pedro,Hospital Central,R5,weekday,09-12,2.7,1,0,0,rain,high,intermedia,central,21.98
TRIP_0385,Mercado Distrital,Lago Azul,R2+R1,weekday,18-21,6.7,3,1,1,clear,medium,barrial,intermedia,42.18
TRIP_0386,Tecnoparque,Aeropuerto,R4,saturday,09-12,9.1,2,0,0,rain,low,industrial,terminal,30.97
TRIP_0387,San Pedro,Parque Industrial,R5,weekday,15-18,6.1,2,0,1,clear,high,intermedia,industrial,33.21
TRIP_0388,Tecnoparque,Parque Industrial,R4,weekday,12-15,3.0,1,0,0,clear,high,industrial,industrial,24.19
TRIP_0389,Villa Nueva,Mercado Distrital,R3+R2,sunday,21-23,9.2,2,1,0,clear,high,barrial,barrial,41.87
TRIP_0390,Lago Azul,Parque Industrial,R1+R4,weekday,09-12,12.5,4,1,0,clear,low,intermedia,industrial,55.96
TRIP_0391,Aeropuerto,Hospital Central,R4+R5,weekday,12-15,9.5,2,1,0,clear,medium,terminal,central,45.64
TRIP_0392,Hospital Central,Centro Histórico,R2,saturday,15-18,2.1,1,0,1,clear,high,central,central,22.69
TRIP_0393,Centro Histórico,Hospital Central,R2,saturday,15-18,2.1,1,0,1,clear,high,central,central,24.06
TRIP_0394,Parque Industrial,Lago Azul,R4+R1,saturday,09-12,12.5,4,1,0,rain,medium,industrial,intermedia,51.22
TRIP_0395,Centro Histórico,Villa Nueva,R1+R3,weekday,09-12,6.3,2,1,0,clear,medium,central,barrial,31.11
TRIP_0396,Hospital Central,San Pedro,R5,weekday,12-15,2.7,1,0,0,clear,medium,central,intermedia,15.48
TRIP_0397,San Pedro,Universidad,R1,weekday,12-15,3.1,1,0,0,clear,high,intermedia,intermedia,23.21
TRIP_0398,Portal Norte,Parque Industrial,R1+R4,saturday,18-21,15.7,5,1,1,clear,high,terminal,industrial,82.92
TRIP_0399,Centro Histórico,Villa Nueva,R1+R3,weekday,12-15,6.3,2,1,0,heavy_rain,medium,central,barrial,38.66
TRIP_0400,Tecnoparque,Centro Histórico,R4+R1,weekday,18-21,6.7,2,1,1,clear,medium,industrial,central,45.18
TRIP_0401,Hospital Central,Mercado Distrital,R2,weekday,09-12,1.8,1,0,0,rain,medium,central,barrial,19.29
TRIP_0402,Mercado Distrital,Parque Industrial,R2+R5,weekday,15-18,5.2,2,1,1,heavy_rain,medium,barrial,industrial,40.2
TRIP_0403,Centro Histórico,Portal Norte,R1,weekday,12-15,6.0,2,0,0,heavy_rain,low,central,terminal,26.09
TRIP_0404,Parque Industrial,Aeropuerto,R4,weekday,09-12,6.1,1,0,0,clear,medium,industrial,terminal,24.55
TRIP_0405,Universidad,Villa Nueva,R1+R3,weekday,18-21,8.7,3,1,1,clear,medium,intermedia,barrial,46.85
TRIP_0406,Portal Norte,San Pedro,R1,weekday,07-09,11.5,4,0,1,clear,high,terminal,intermedia,52.35
TRIP_0407,Tecnoparque,Centro Histórico,R4+R1,sunday,07-09,6.7,2,1,1,rain,high,industrial,central,43.16
TRIP_0408,Lago Azul,Centro Histórico,R1,weekday,05-07,2.8,1,0,0,clear,medium,intermedia,central,14.9
TRIP_0409,Lago Azul,Centro Histórico,R1,sunday,15-18,2.8,1,0,1,rain,high,intermedia,central,24.09
TRIP_0410,Tecnoparque,Aeropuerto,R4,sunday,07-09,9.1,2,0,1,clear,low,industrial,terminal,33.11
TRIP_0411,Villa Nueva,Portal Norte,R3+R1,sunday,07-09,6.7,2,1,1,rain,high,barrial,terminal,44.77
TRIP_0412,Hospital Central,Centro Histórico,R2,weekday,15-18,2.1,1,0,1,clear,medium,central,central,18.3
TRIP_0413,Parque Industrial,Lago Azul,R4+R1,weekday,09-12,12.5,4,1,0,clear,medium,industrial,intermedia,53.57
TRIP_0414,Lago Azul,Villa Nueva,R3,sunday,09-12,3.5,1,0,0,rain,low,intermedia,barrial,13.44
TRIP_0415,Centro Histórico,Tecnoparque,R1+R4,weekday,15-18,6.7,2,1,1,clear,high,central,industrial,47.44
TRIP_0416,Hospital Central,San Pedro,R5,weekday,05-07,2.7,1,0,0,clear,low,central,intermedia,11.29
TRIP_0417,Terminal Sur,Universidad,R2+R1,weekday,07-09,10.3,4,1,1,clear,high,terminal,intermedia,58.27
TRIP_0418,Portal Norte,San Pedro,R1,weekday,12-15,11.5,4,0,0,clear,high,terminal,intermedia,48.84
TRIP_0419,Aeropuerto,Portal Norte,R4+R1,sunday,15-18,21.8,6,1,1,clear,medium,terminal,terminal,82.54
TRIP_0420,Lago Azul,Centro Histórico,R1,weekday,18-21,2.8,1,0,1,clear,high,intermedia,central,23.61
TRIP_0421,Parque Industrial,San Pedro,R5,weekday,05-07,6.1,2,0,0,rain,medium,industrial,intermedia,26.83
TRIP_0422,Villa Nueva,Centro Histórico,R3+R1,weekday,07-09,6.3,2,1,1,clear,high,barrial,central,42.67
TRIP_0423,Terminal Sur,Centro Histórico,R2,weekday,18-21,7.9,3,0,1,clear,high,terminal,central,39.81
TRIP_0424,Parque Industrial,Terminal Sur,R5+R2,saturday,09-12,9.2,3,1,0,clear,medium,industrial,terminal,43.11
TRIP_0425,Aeropuerto,San Pedro,R4+R5,weekday,07-09,12.2,3,1,1,clear,high,terminal,intermedia,63.68
TRIP_0426,Centro Histórico,Portal Norte,R1,weekday,05-07,6.0,2,0,0,clear,low,central,terminal,21.12
TRIP_0427,Lago Azul,Aeropuerto,R1+R4,weekday,12-15,18.6,5,1,0,clear,low,intermedia,terminal,62.65
TRIP_0428,Aeropuerto,Universidad,R4,weekday,07-09,13.4,3,0,1,clear,high,terminal,intermedia,54.67
TRIP_0429,Villa Nueva,Universidad,R3+R1,weekday,21-23,8.7,3,1,0,clear,medium,barrial,intermedia,45.86
TRIP_0430,Lago Azul,Villa Nueva,R3,weekday,15-18,3.5,1,0,1,clear,medium,intermedia,barrial,21.77
TRIP_0431,Universidad,Mercado Distrital,R1+R2,sunday,09-12,6.3,3,1,0,clear,high,intermedia,barrial,38.06
TRIP_0432,Tecnoparque,San Pedro,R4+R1,saturday,07-09,7.4,2,1,1,clear,high,industrial,intermedia,48.19
TRIP_0433,Universidad,Aeropuerto,R4,weekday,18-21,13.4,3,0,1,clear,high,intermedia,terminal,61.69
TRIP_0434,Aeropuerto,Portal Norte,R4+R1,saturday,05-07,21.8,6,1,0,clear,medium,terminal,terminal,75.38
TRIP_0435,Parque Industrial,Lago Azul,R4+R1,saturday,12-15,12.5,4,1,0,clear,medium,industrial,intermedia,54.41
